Sex,Nationality,Country_of_residence,Work_regions,Periods,Werknemers_1,Sex_%,,,
Female,Dutch,Germany,North Drenthe ,2016,50,0.333,,,
Female,Dutch,Germany,North Drenthe ,2017,60,0.4,,,
Female,Dutch,Germany,North Drenthe ,2018,50,0.357,,,
Female,Dutch,Germany,Southeast Drenthe ,2010,210,0.447,,,
Female,Dutch,Germany,Southeast Drenthe ,2011,230,0.451,,,
Female,Dutch,Germany,Southeast Drenthe ,2012,240,0.453,,,
Female,Dutch,Germany,Southeast Drenthe ,2013,230,0.434,,,
Female,Dutch,Germany,Southeast Drenthe ,2014,240,0.444,,,
Female,Dutch,Germany,Southeast Drenthe ,2015,230,0.434,,,
Female,Dutch,Germany,Southeast Drenthe ,2016,220,0.423,,,
Female,Dutch,Germany,Southeast Drenthe ,2017,220,0.407,,,
Female,Dutch,Germany,Southeast Drenthe ,2018,200,0.4,,,
Female,Dutch,Germany,Southwest Drenthe ,2010,60,0.462,,,
Female,Dutch,Germany,Southwest Drenthe ,2011,70,0.467,,,
Female,Dutch,Germany,Southwest Drenthe ,2012,60,0.429,,,
Female,Dutch,Germany,Southwest Drenthe ,2013,60,0.429,,,
Female,Dutch,Germany,Southwest Drenthe ,2014,70,0.412,,,
Female,Dutch,Germany,Southwest Drenthe ,2015,70,0.412,,,
Female,Dutch,Germany,Southwest Drenthe ,2016,80,0.444,,,
Female,Dutch,Germany,Southwest Drenthe ,2017,60,0.375,,,
Female,Dutch,Germany,Southwest Drenthe ,2018,50,0.333,,,
Female,Dutch,Germany,North Overijssel ,2010,140,0.412,,,
Female,Dutch,Germany,North Overijssel ,2011,160,0.421,,,
Female,Dutch,Germany,North Overijssel ,2012,160,0.421,,,
Female,Dutch,Germany,North Overijssel ,2013,160,0.41,,,
Female,Dutch,Germany,North Overijssel ,2014,170,0.405,,,
Female,Dutch,Germany,North Overijssel ,2015,170,0.425,,,
Female,Dutch,Germany,North Overijssel ,2016,170,0.415,,,
Female,Dutch,Germany,North Overijssel ,2017,170,0.405,,,
Female,Dutch,Germany,North Overijssel ,2018,160,0.41,,,
Female,Dutch,Germany,Southwest Overijssel,2010,50,0.455,,,
Female,Dutch,Germany,Southwest Overijssel,2011,50,0.455,,,
Female,Dutch,Germany,Southwest Overijssel,2012,50,0.455,,,
Female,Dutch,Germany,Southwest Overijssel,2013,50,0.455,,,
Female,Dutch,Germany,Southwest Overijssel,2014,60,0.429,,,
Female,Dutch,Germany,Southwest Overijssel,2015,60,0.429,,,
Female,Dutch,Germany,Southwest Overijssel,2016,50,0.357,,,
Female,Dutch,Germany,Southwest Overijssel,2017,60,0.4,,,
Female,Dutch,Germany,Southwest Overijssel,2018,40,0.308,,,
Female,Dutch,Germany,Twente,2010,760,0.394,,,
Female,Dutch,Germany,Twente,2011,830,0.393,,,
Female,Dutch,Germany,Twente,2012,850,0.399,,,
Female,Dutch,Germany,Twente,2013,860,0.391,,,
Female,Dutch,Germany,Twente,2014,880,0.389,,,
Female,Dutch,Germany,Twente,2015,860,0.382,,,
Female,Dutch,Germany,Twente,2016,890,0.387,,,
Female,Dutch,Germany,Twente,2017,890,0.387,,,
Female,Dutch,Germany,Twente,2018,840,0.387,,,
Female,Dutch,Germany,Veluwe,2010,110,0.289,,,
Female,Dutch,Germany,Veluwe,2011,120,0.3,,,
Female,Dutch,Germany,Veluwe,2012,120,0.286,,,
Female,Dutch,Germany,Veluwe,2013,130,0.295,,,
Female,Dutch,Germany,Veluwe,2014,140,0.286,,,
Female,Dutch,Germany,Veluwe,2015,150,0.294,,,
Female,Dutch,Germany,Veluwe,2016,160,0.32,,,
Female,Dutch,Germany,Veluwe,2017,160,0.291,,,
Female,Dutch,Germany,Veluwe,2018,120,0.273,,,
Female,Dutch,Germany,South West Gelderland ,2010,30,0.3,,,
Female,Dutch,Germany,South West Gelderland ,2011,30,0.25,,,
Female,Dutch,Germany,South West Gelderland ,2012,30,0.25,,,
Female,Dutch,Germany,South West Gelderland ,2013,30,0.25,,,
Female,Dutch,Germany,South West Gelderland ,2014,30,0.231,,,
Female,Dutch,Germany,South West Gelderland ,2015,30,0.231,,,
Female,Dutch,Germany,South West Gelderland ,2016,30,0.25,,,
Female,Dutch,Germany,South West Gelderland ,2017,30,0.231,,,
Female,Dutch,Germany,South West Gelderland ,2018,30,0.273,,,
Female,Dutch,Germany,Back corner,2010,330,0.407,,,
Female,Dutch,Germany,Back corner,2011,360,0.409,,,
Female,Dutch,Germany,Back corner,2012,360,0.409,,,
Female,Dutch,Germany,Back corner,2013,360,0.409,,,
Female,Dutch,Germany,Back corner,2014,390,0.411,,,
Female,Dutch,Germany,Back corner,2015,370,0.402,,,
Female,Dutch,Germany,Back corner,2016,360,0.409,,,
Female,Dutch,Germany,Back corner,2017,340,0.382,,,
Female,Dutch,Germany,Back corner,2018,330,0.384,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2010,770,0.475,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2011,790,0.467,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2012,800,0.46,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2013,810,0.45,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2014,840,0.459,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2015,830,0.449,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2016,800,0.449,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2017,800,0.444,,,
Female,Dutch,Germany,Arnhem/Nijmegen ,2018,700,0.438,,,
Female,Dutch,Germany,Flevoland ,2010,40,0.333,,,
Female,Dutch,Germany,Flevoland ,2011,50,0.357,,,
Female,Dutch,Germany,Flevoland ,2012,60,0.375,,,
Female,Dutch,Germany,Flevoland ,2013,60,0.353,,,
Female,Dutch,Germany,Flevoland ,2014,70,0.368,,,
Female,Dutch,Germany,Flevoland ,2015,50,0.333,,,
Female,Dutch,Germany,Flevoland ,2016,60,0.353,,,
Female,Dutch,Germany,Flevoland ,2017,50,0.357,,,
Female,Dutch,Germany,Flevoland ,2018,50,0.417,,,
Female,Dutch,Germany,Utrecht,2010,140,0.255,,,
Female,Dutch,Germany,Utrecht,2011,140,0.246,,,
Female,Dutch,Germany,Utrecht,2012,160,0.258,,,
Female,Dutch,Germany,Utrecht,2013,170,0.262,,,
Female,Dutch,Germany,Utrecht,2014,220,0.265,,,
Female,Dutch,Germany,Utrecht,2015,210,0.263,,,
Female,Dutch,Germany,Utrecht,2016,210,0.273,,,
Female,Dutch,Germany,Utrecht,2017,210,0.284,,,
Female,Dutch,Germany,Utrecht,2018,200,0.294,,,
Female,Dutch,Germany,North Holland,2010,50,0.263,,,
Female,Dutch,Germany,North Holland,2011,40,0.222,,,
Female,Dutch,Germany,North Holland,2012,40,0.211,,,
Female,Dutch,Germany,North Holland,2013,40,0.211,,,
Female,Dutch,Germany,North Holland,2014,60,0.24,,,
Female,Dutch,Germany,North Holland,2015,50,0.238,,,
Female,Dutch,Germany,North Holland,2016,50,0.238,,,
Female,Dutch,Germany,North Holland,2017,50,0.263,,,
Female,Dutch,Germany,North Holland,2018,40,0.222,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2010,20,0.333,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2011,20,0.333,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2012,20,0.333,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2013,20,0.333,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2014,30,0.375,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2015,40,0.5,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2016,30,0.375,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2017,20,0.333,,,
Female,Dutch,Germany,Alkmaar and surroundings ,2018,30,0.5,,,
Male,Belgian,Belgium,IJmond,2010,10,1,,,
Male,Belgian,Belgium,IJmond,2011,10,1,,,
Male,Belgian,Belgium,IJmond,2012,10,1,,,
Male,Belgian,Belgium,IJmond,2013,10,1,,,
Male,Belgian,Belgium,IJmond,2014,10,1,,,
Male,Belgian,Belgium,IJmond,2015,20,0.667,,,
Male,Belgian,Belgium,IJmond,2016,20,1,,,
Male,Belgian,Belgium,IJmond,2017,20,0.667,,,
Male,Belgian,Belgium,IJmond,2018,20,0.667,,,
Male,Belgian,Belgium,Haarlem agglomeration,2010,10,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2011,10,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2012,10,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2013,10,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2014,20,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2015,10,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2016,10,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2017,10,0.5,,,
Male,Belgian,Belgium,Haarlem agglomeration,2018,20,0.5,,,
Male,Belgian,Belgium,Zaanstreek,2010,20,0.667,,,
Male,Belgian,Belgium,Zaanstreek,2011,20,0.667,,,
Male,Belgian,Belgium,Zaanstreek,2012,20,0.667,,,
Male,Belgian,Belgium,Zaanstreek,2013,30,0.75,,,
Male,Belgian,Belgium,Zaanstreek,2014,30,0.75,,,
Male,Belgian,Belgium,Zaanstreek,2015,30,0.75,,,
Male,Belgian,Belgium,Zaanstreek,2016,50,0.833,,,
Male,Belgian,Belgium,Zaanstreek,2017,60,0.857,,,
Male,Belgian,Belgium,Zaanstreek,2018,60,0.75,,,
Male,Belgian,Belgium,Greater Amsterdam,2010,310,0.646,,,
Male,Belgian,Belgium,Greater Amsterdam,2011,370,0.649,,,
Male,Belgian,Belgium,Greater Amsterdam,2012,410,0.651,,,
Male,Belgian,Belgium,Greater Amsterdam,2013,470,0.653,,,
Male,Belgian,Belgium,Greater Amsterdam,2014,630,0.67,,,
Male,Belgian,Belgium,Greater Amsterdam,2015,640,0.653,,,
Male,Belgian,Belgium,Greater Amsterdam,2016,630,0.656,,,
Male,Belgian,Belgium,Greater Amsterdam,2017,630,0.663,,,
Male,Belgian,Belgium,Greater Amsterdam,2018,650,0.699,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2010,10,0.5,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2011,20,0.667,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2012,20,0.667,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2013,20,0.5,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2014,20,0.5,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2015,30,0.6,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2016,30,0.6,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2017,30,0.75,,,
Male,Belgian,Belgium,The Gooi and Vechtstreek ,2018,30,0.6,,,
Male,Belgian,Belgium,The Hague agglomeration,2010,80,0.667,,,
Male,Belgian,Belgium,The Hague agglomeration,2011,100,0.714,,,
Male,Belgian,Belgium,The Hague agglomeration,2012,110,0.688,,,
Male,Belgian,Belgium,The Hague agglomeration,2013,130,0.684,,,
Male,Belgian,Belgium,The Hague agglomeration,2014,160,0.696,,,
Male,Belgian,Belgium,The Hague agglomeration,2015,190,0.679,,,
Male,Belgian,Belgium,The Hague agglomeration,2016,190,0.655,,,
Male,Belgian,Belgium,The Hague agglomeration,2017,180,0.692,,,
Male,Belgian,Belgium,The Hague agglomeration,2018,170,0.654,,,
Male,Belgian,Belgium,Delft and Westland,2010,50,0.833,,,
Male,Belgian,Belgium,Delft and Westland,2011,60,0.75,,,
Male,Belgian,Belgium,Delft and Westland,2012,70,0.778,,,
Male,Belgian,Belgium,Delft and Westland,2013,70,0.778,,,
Male,Belgian,Belgium,Delft and Westland,2014,90,0.818,,,
Male,Belgian,Belgium,Delft and Westland,2015,90,0.75,,,
Male,Belgian,Belgium,Delft and Westland,2016,80,0.727,,,
Male,Belgian,Belgium,Delft and Westland,2017,80,0.8,,,
Male,Belgian,Belgium,Delft and Westland,2018,60,0.75,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2010,30,0.75,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2011,30,0.75,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2012,50,0.714,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2013,50,0.714,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2014,60,0.667,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2015,70,0.7,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2016,80,0.727,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2017,50,0.714,,,
Male,Belgian,Belgium,Leiden and Bollenstreek agglomeration,2018,50,0.625,,,
Male,Belgian,Belgium,East-South Holland ,2010,20,0.667,,,
Male,Belgian,Belgium,East-South Holland ,2011,30,0.75,,,
Male,Belgian,Belgium,East-South Holland ,2012,30,0.75,,,
Male,Belgian,Belgium,East-South Holland ,2013,40,0.8,,,
Male,Belgian,Belgium,East-South Holland ,2014,40,0.8,,,
Male,Belgian,Belgium,East-South Holland ,2015,50,0.833,,,
Male,Belgian,Belgium,East-South Holland ,2016,50,0.714,,,
Male,Belgian,Belgium,East-South Holland ,2017,50,0.714,,,
Male,Belgian,Belgium,East-South Holland ,2018,50,0.833,,,
Male,Belgian,Belgium,Greater Rhinemond ,2010,310,0.756,,,
Male,Belgian,Belgium,Greater Rhinemond ,2011,360,0.75,,,
Male,Belgian,Belgium,Greater Rhinemond ,2012,420,0.75,,,
Male,Belgian,Belgium,Greater Rhinemond ,2013,500,0.769,,,
Male,Belgian,Belgium,Greater Rhinemond ,2014,620,0.756,,,
Male,Belgian,Belgium,Greater Rhinemond ,2015,650,0.765,,,
Male,Belgian,Belgium,Greater Rhinemond ,2016,640,0.744,,,
Male,Belgian,Belgium,Greater Rhinemond ,2017,610,0.753,,,
Male,Belgian,Belgium,Greater Rhinemond ,2018,640,0.753,,,
Male,Belgian,Belgium,South East Holland ,2010,120,0.8,,,
Male,Belgian,Belgium,South East Holland ,2011,140,0.824,,,
Male,Belgian,Belgium,South East Holland ,2012,150,0.789,,,
Male,Belgian,Belgium,South East Holland ,2013,180,0.818,,,
Male,Belgian,Belgium,South East Holland ,2014,210,0.84,,,
Male,Belgian,Belgium,South East Holland ,2015,220,0.88,,,
Male,Belgian,Belgium,South East Holland ,2016,210,0.84,,,
Male,Belgian,Belgium,South East Holland ,2017,190,0.826,,,
Male,Belgian,Belgium,South East Holland ,2018,180,0.818,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2010,320,0.478,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2011,360,0.486,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2012,400,0.5,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2013,470,0.522,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2014,580,0.547,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2015,570,0.543,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2016,590,0.567,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2017,590,0.562,,,
Male,Belgian,Belgium,Zeeuwsch-Vlaanderen ,2018,690,0.575,,,
Male,Belgian,Belgium,Other Zeeland ,2010,60,0.5,,,
Male,Belgian,Belgium,Other Zeeland ,2011,80,0.571,,,
Male,Belgian,Belgium,Other Zeeland ,2012,90,0.6,,,
Male,Belgian,Belgium,Other Zeeland ,2013,100,0.588,,,
Male,Belgian,Belgium,Other Zeeland ,2014,120,0.6,,,
Male,Belgian,Belgium,Other Zeeland ,2015,130,0.65,,,
Male,Belgian,Belgium,Other Zeeland ,2016,130,0.65,,,
Male,Belgian,Belgium,Other Zeeland ,2017,140,0.636,,,
Male,Belgian,Belgium,Other Zeeland ,2018,170,0.68,,,
Male,Belgian,Belgium,West-North Brabant ,2010,570,0.606,,,
Male,Belgian,Belgium,West-North Brabant ,2011,670,0.615,,,
Male,Belgian,Belgium,West-North Brabant ,2012,760,0.603,,,
Male,Belgian,Belgium,West-North Brabant ,2013,840,0.609,,,
Male,Belgian,Belgium,West-North Brabant ,2014,960,0.619,,,
Male,Belgian,Belgium,West-North Brabant ,2015,940,0.614,,,
Male,Belgian,Belgium,West-North Brabant ,2016,920,0.605,,,
Male,Belgian,Belgium,West-North Brabant ,2017,820,0.603,,,
Male,Belgian,Belgium,West-North Brabant ,2018,880,0.603,,,
Male,Belgian,Belgium,Central North Brabant,2010,280,0.596,,,
Male,Belgian,Belgium,Central North Brabant,2011,310,0.608,,,
Male,Belgian,Belgium,Central North Brabant,2012,330,0.611,,,
Male,Belgian,Belgium,Central North Brabant,2013,360,0.61,,,
Male,Belgian,Belgium,Central North Brabant,2014,410,0.612,,,
Male,Belgian,Belgium,Central North Brabant,2015,430,0.614,,,
Male,Belgian,Belgium,Central North Brabant,2016,420,0.6,,,
Male,Belgian,Belgium,Central North Brabant,2017,410,0.612,,,
Male,Belgian,Belgium,Central North Brabant,2018,420,0.6,,,
Male,Belgian,Belgium,North-East North Brabant ,2010,110,0.647,,,
Male,Belgian,Belgium,North-East North Brabant ,2011,120,0.632,,,
Male,Belgian,Belgium,North-East North Brabant ,2012,130,0.65,,,
Male,Belgian,Belgium,North-East North Brabant ,2013,150,0.652,,,
Male,Belgian,Belgium,North-East North Brabant ,2014,190,0.679,,,
Male,Belgian,Belgium,North-East North Brabant ,2015,180,0.621,,,
Male,Belgian,Belgium,North-East North Brabant ,2016,210,0.656,,,
Male,Belgian,Belgium,North-East North Brabant ,2017,220,0.647,,,
Male,Belgian,Belgium,North-East North Brabant ,2018,210,0.656,,,
Male,Belgian,Belgium,NL414,2010,1330,0.662,,,
Male,Belgian,Belgium,NL414,2011,1440,0.667,,,
Male,Belgian,Belgium,NL414,2012,1530,0.668,,,
Male,Belgian,Belgium,NL414,2013,1690,0.681,,,
Male,Belgian,Belgium,NL414,2014,1840,0.681,,,
Male,Belgian,Belgium,NL414,2015,1860,0.686,,,
Male,Belgian,Belgium,NL414,2016,1910,0.697,,,
Male,Belgian,Belgium,NL414,2017,1960,0.708,,,
Male,Belgian,Belgium,NL414,2018,2100,0.702,,,
Male,Belgian,Belgium,North Limburg ,2010,70,0.5,,,
Male,Belgian,Belgium,North Limburg ,2011,80,0.5,,,
Male,Belgian,Belgium,North Limburg ,2012,90,0.529,,,
Male,Belgian,Belgium,North Limburg ,2013,100,0.526,,,
Male,Belgian,Belgium,North Limburg ,2014,130,0.591,,,
Male,Belgian,Belgium,North Limburg ,2015,140,0.609,,,
Male,Belgian,Belgium,North Limburg ,2016,160,0.615,,,
Male,Belgian,Belgium,North Limburg ,2017,170,0.654,,,
Male,Belgian,Belgium,North Limburg ,2018,170,0.607,,,
Male,Belgian,Belgium,Central Limburg ,2010,300,0.545,,,
Male,Belgian,Belgium,Central Limburg ,2011,320,0.542,,,
Male,Belgian,Belgium,Central Limburg ,2012,340,0.548,,,
Male,Belgian,Belgium,Central Limburg ,2013,370,0.561,,,
Male,Belgian,Belgium,Central Limburg ,2014,410,0.569,,,
Male,Belgian,Belgium,Central Limburg ,2015,400,0.563,,,
Male,Belgian,Belgium,Central Limburg ,2016,420,0.575,,,
Male,Belgian,Belgium,Central Limburg ,2017,440,0.579,,,
Male,Belgian,Belgium,Central Limburg ,2018,460,0.582,,,
Male,Belgian,Belgium,South Limburg ,2010,1290,0.466,,,
Male,Belgian,Belgium,South Limburg ,2011,1390,0.476,,,
Male,Belgian,Belgium,South Limburg ,2012,1490,0.481,,,
Male,Belgian,Belgium,South Limburg ,2013,1620,0.491,,,
Male,Belgian,Belgium,South Limburg ,2014,1930,0.512,,,
Male,Belgian,Belgium,South Limburg ,2015,1910,0.522,,,
Male,Belgian,Belgium,South Limburg ,2016,1970,0.525,,,
Male,Belgian,Belgium,South Limburg ,2017,2130,0.543,,,
Male,Belgian,Belgium,South Limburg ,2018,2410,0.558,,,
Male,Belgian,Germany,Greater Amsterdam,2016,0,0,,,
Male,Belgian,Germany,Greater Rhinemond ,2018,10,1,,,
Male,Belgian,Germany,NL414,2010,10,1,,,
Male,Belgian,Germany,NL414,2011,10,1,,,
Male,Belgian,Germany,NL414,2012,10,1,,,
Male,Belgian,Germany,NL414,2013,10,1,,,
Male,Belgian,Germany,NL414,2014,10,1,,,
Male,Belgian,Germany,NL414,2015,10,1,,,
Male,Belgian,Germany,NL414,2016,10,1,,,
Male,Belgian,Germany,NL414,2017,10,1,,,
Male,Belgian,Germany,NL414,2018,10,1,,,
Male,Belgian,Germany,North Limburg ,2015,10,1,,,
Male,Belgian,Germany,North Limburg ,2016,10,1,,,
Male,Belgian,Germany,North Limburg ,2017,10,1,,,
Male,Belgian,Germany,North Limburg ,2018,10,1,,,
Male,Belgian,Germany,South Limburg ,2012,10,1,,,
Male,Belgian,Germany,South Limburg ,2013,10,0.5,,,
Male,Belgian,Germany,South Limburg ,2014,10,0.5,,,
Male,Belgian,Germany,South Limburg ,2015,10,0.5,,,
Male,Belgian,Germany,South Limburg ,2016,10,0.5,,,
Male,Belgian,Germany,South Limburg ,2017,10,0.5,,,
Male,Belgian,Germany,South Limburg ,2018,10,0.5,,,
Male,German,Belgium,Greater Amsterdam,2011,10,1,,,
Male,German,Belgium,Greater Amsterdam,2012,10,1,,,
Male,German,Belgium,Greater Amsterdam,2013,10,1,,,
Male,German,Belgium,Greater Amsterdam,2014,10,0.5,,,
Male,German,Belgium,Greater Amsterdam,2015,10,0.5,,,
Male,German,Belgium,Greater Amsterdam,2016,10,0.5,,,
Male,German,Belgium,Greater Amsterdam,2017,10,0.5,,,
Male,German,Belgium,Greater Amsterdam,2018,10,0.5,,,
Male,German,Belgium,Greater Rhinemond ,2012,10,1,,,
Male,German,Belgium,Greater Rhinemond ,2013,10,1,,,
Male,German,Belgium,Greater Rhinemond ,2014,10,1,,,
Male,German,Belgium,Greater Rhinemond ,2015,10,1,,,
Male,German,Belgium,Greater Rhinemond ,2016,10,1,,,
Male,German,Belgium,Greater Rhinemond ,2017,10,1,,,
Male,German,Belgium,Greater Rhinemond ,2018,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2010,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2011,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2012,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2013,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2014,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2015,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2016,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2017,10,1,,,
Male,German,Belgium,Zeeuwsch-Vlaanderen ,2018,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2010,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2011,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2012,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2013,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2014,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2015,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2016,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2017,10,0.5,,,
Male,German,Belgium,West-North Brabant ,2018,20,0.667,,,
Male,German,Belgium,Central North Brabant,2010,10,0.5,,,
Male,German,Belgium,Central North Brabant,2011,10,0.5,,,
Male,German,Belgium,Central North Brabant,2012,10,0.5,,,
Male,German,Belgium,Central North Brabant,2013,10,0.5,,,
Male,German,Belgium,Central North Brabant,2014,10,0.5,,,
Male,German,Belgium,Central North Brabant,2015,10,0.5,,,
Male,German,Belgium,Central North Brabant,2016,10,0.5,,,
Male,German,Belgium,Central North Brabant,2017,10,0.5,,,
Male,German,Belgium,Central North Brabant,2018,10,0.5,,,
Male,German,Belgium,North-East North Brabant ,2015,10,1,,,
Male,German,Belgium,NL414,2010,20,0.667,,,
Male,German,Belgium,NL414,2011,20,0.667,,,
Male,German,Belgium,NL414,2012,20,0.667,,,
Male,German,Belgium,NL414,2013,20,0.5,,,
Male,German,Belgium,NL414,2014,20,0.667,,,
Male,German,Belgium,NL414,2015,20,0.5,,,
Male,German,Belgium,NL414,2016,20,0.5,,,
Male,German,Belgium,NL414,2017,20,0.5,,,
Male,German,Belgium,NL414,2018,20,0.667,,,
Male,German,Belgium,Central Limburg ,2011,0,0,,,
Male,German,Belgium,Central Limburg ,2012,0,0,,,
Male,German,Belgium,Central Limburg ,2013,0,0,,,
Male,German,Belgium,Central Limburg ,2014,0,0,,,
Male,German,Belgium,Central Limburg ,2015,0,0,,,
Male,German,Belgium,Central Limburg ,2016,0,0,,,
Male,German,Belgium,Central Limburg ,2017,0,0,,,
Male,German,Belgium,Central Limburg ,2018,0,0,,,
Male,German,Belgium,South Limburg ,2010,30,0.5,,,
Male,German,Belgium,South Limburg ,2011,40,0.571,,,
Male,German,Belgium,South Limburg ,2012,40,0.571,,,
Male,German,Belgium,South Limburg ,2013,40,0.571,,,
Male,German,Belgium,South Limburg ,2014,50,0.556,,,
Male,German,Belgium,South Limburg ,2015,50,0.556,,,
Male,German,Belgium,South Limburg ,2016,50,0.5,,,
Male,German,Belgium,South Limburg ,2017,60,0.545,,,
Male,German,Belgium,South Limburg ,2018,60,0.545,,,
Male,German,Germany,IJmond,2010,30,1,,,
Male,German,Germany,IJmond,2011,30,1,,,
Male,German,Germany,IJmond,2012,50,1,,,
Male,German,Germany,IJmond,2013,50,1,,,
Male,German,Germany,IJmond,2014,60,1,,,
Male,German,Germany,IJmond,2015,80,1,,,
Male,German,Germany,IJmond,2016,90,1,,,
Male,German,Germany,IJmond,2017,70,0.875,,,
Male,German,Germany,IJmond,2018,60,0.857,,,
Male,German,Germany,Haarlem agglomeration,2010,10,0.5,,,
Male,German,Germany,Haarlem agglomeration,2011,20,0.5,,,
Male,German,Germany,Haarlem agglomeration,2012,10,0.333,,,
Male,German,Germany,Haarlem agglomeration,2013,20,0.5,,,
Male,German,Germany,Haarlem agglomeration,2014,20,0.5,,,
Male,German,Germany,Haarlem agglomeration,2015,20,0.5,,,
Male,German,Germany,Haarlem agglomeration,2016,30,0.6,,,
Male,German,Germany,Haarlem agglomeration,2017,20,0.667,,,
Male,German,Germany,Haarlem agglomeration,2018,30,0.75,,,
Male,German,Germany,Zaanstreek,2010,20,0.667,,,
Male,German,Germany,Zaanstreek,2011,20,0.667,,,
Male,German,Germany,Zaanstreek,2012,20,0.667,,,
Male,German,Germany,Zaanstreek,2013,20,0.667,,,
Male,German,Germany,Zaanstreek,2014,30,0.75,,,
Male,German,Germany,Zaanstreek,2015,20,0.667,,,
Male,German,Germany,Zaanstreek,2016,20,0.667,,,
Male,German,Germany,Zaanstreek,2017,20,0.667,,,
Male,German,Germany,Zaanstreek,2018,20,0.667,,,
Male,German,Germany,Greater Amsterdam,2010,260,0.743,,,
Male,German,Germany,Greater Amsterdam,2011,310,0.721,,,
Male,German,Germany,Greater Amsterdam,2012,340,0.723,,,
Male,German,Germany,Greater Amsterdam,2013,410,0.719,,,
Male,German,Germany,Greater Amsterdam,2014,560,0.727,,,
Male,German,Germany,Greater Amsterdam,2015,530,0.707,,,
Male,German,Germany,Greater Amsterdam,2016,490,0.7,,,
Male,German,Germany,Greater Amsterdam,2017,470,0.691,,,
Male,German,Germany,Greater Amsterdam,2018,470,0.681,,,
Male,German,Germany,The Gooi and Vechtstreek ,2010,20,0.667,,,
