Sex,Nationality,Country_of_residence,Work_regions,Periods,Werknemers_1,Sex_%,,,
Male,Dutch,Belgium,North Overijssel ,2012,50,0.625,,,
Male,Dutch,Belgium,North Overijssel ,2013,50,0.714,,,
Male,Dutch,Belgium,North Overijssel ,2014,60,0.667,,,
Male,Dutch,Belgium,North Overijssel ,2015,60,0.750,,,
Male,Dutch,Belgium,North Overijssel ,2016,70,0.778,,,
Male,Dutch,Belgium,North Overijssel ,2017,70,0.778,,,
Male,Dutch,Belgium,North Overijssel ,2018,60,0.667,,,
Male,Dutch,Belgium,Southwest Overijssel,2010,20,0.667,,,
Male,Dutch,Belgium,Southwest Overijssel,2011,20,0.667,,,
Male,Dutch,Belgium,Southwest Overijssel,2012,20,0.667,,,
Male,Dutch,Belgium,Southwest Overijssel,2013,20,0.500,,,
Male,Dutch,Belgium,Southwest Overijssel,2014,20,0.500,,,
Male,Dutch,Belgium,Southwest Overijssel,2015,20,0.667,,,
Male,Dutch,Belgium,Southwest Overijssel,2016,20,0.500,,,
Male,Dutch,Belgium,Southwest Overijssel,2017,40,0.667,,,
Male,Dutch,Belgium,Southwest Overijssel,2018,30,0.750,,,
Male,Dutch,Belgium,Twente,2010,40,0.571,,,
Male,Dutch,Belgium,Twente,2011,40,0.500,,,
Male,Dutch,Belgium,Twente,2012,50,0.625,,,
Male,Dutch,Belgium,Twente,2013,50,0.556,,,
Male,Dutch,Belgium,Twente,2014,60,0.600,,,
Male,Dutch,Belgium,Twente,2015,70,0.636,,,
Male,Dutch,Belgium,Twente,2016,70,0.636,,,
Male,Dutch,Belgium,Twente,2017,60,0.600,,,
Male,Dutch,Belgium,Twente,2018,60,0.667,,,
Male,Dutch,Belgium,Veluwe,2010,100,0.667,,,
Male,Dutch,Belgium,Veluwe,2011,120,0.706,,,
Male,Dutch,Belgium,Veluwe,2012,120,0.667,,,
Male,Dutch,Belgium,Veluwe,2013,130,0.684,,,
Male,Dutch,Belgium,Veluwe,2014,160,0.667,,,
Male,Dutch,Belgium,Veluwe,2015,160,0.696,,,
Male,Dutch,Belgium,Veluwe,2016,160,0.667,,,
Male,Dutch,Belgium,Veluwe,2017,150,0.714,,,
Male,Dutch,Belgium,Veluwe,2018,130,0.650,,,
Male,Dutch,Belgium,South West Gelderland ,2010,50,0.625,,,
Male,Dutch,Belgium,South West Gelderland ,2011,50,0.625,,,
Male,Dutch,Belgium,South West Gelderland ,2012,60,0.667,,,
Male,Dutch,Belgium,South West Gelderland ,2013,60,0.667,,,
Male,Dutch,Belgium,South West Gelderland ,2014,80,0.667,,,
Male,Dutch,Belgium,South West Gelderland ,2015,70,0.636,,,
Male,Dutch,Belgium,South West Gelderland ,2016,70,0.700,,,
Male,Dutch,Belgium,South West Gelderland ,2017,70,0.778,,,
Male,Dutch,Belgium,South West Gelderland ,2018,60,0.750,,,
Male,Dutch,Belgium,Back corner,2010,20,0.500,,,
Male,Dutch,Belgium,Back corner,2011,20,0.500,,,
Male,Dutch,Belgium,Back corner,2012,20,0.500,,,
Male,Dutch,Belgium,Back corner,2013,30,0.600,,,
Male,Dutch,Belgium,Back corner,2014,40,0.571,,,
Male,Dutch,Belgium,Back corner,2015,40,0.571,,,
Male,Dutch,Belgium,Back corner,2016,50,0.625,,,
Male,Dutch,Belgium,Back corner,2017,40,0.667,,,
Male,Dutch,Belgium,Back corner,2018,30,0.600,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2010,110,0.611,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2011,120,0.600,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2012,120,0.600,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2013,130,0.591,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2014,150,0.600,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2015,140,0.560,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2016,150,0.625,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2017,150,0.556,,,
Male,Dutch,Belgium,Arnhem/Nijmegen ,2018,130,0.542,,,
Male,Dutch,Belgium,Flevoland ,2010,70,0.636,,,
Male,Dutch,Belgium,Flevoland ,2011,70,0.583,,,
Male,Dutch,Belgium,Flevoland ,2012,80,0.615,,,
Male,Dutch,Belgium,Flevoland ,2013,80,0.615,,,
Male,Dutch,Belgium,Flevoland ,2014,90,0.529,,,
Male,Dutch,Belgium,Flevoland ,2015,80,0.571,,,
Male,Dutch,Belgium,Flevoland ,2016,70,0.583,,,
Male,Dutch,Belgium,Flevoland ,2017,60,0.545,,,
Male,Dutch,Belgium,Flevoland ,2018,60,0.667,,,
Male,Dutch,Belgium,Utrecht,2010,380,0.633,,,
Male,Dutch,Belgium,Utrecht,2011,410,0.621,,,
Male,Dutch,Belgium,Utrecht,2012,440,0.638,,,
Male,Dutch,Belgium,Utrecht,2013,460,0.639,,,
Male,Dutch,Belgium,Utrecht,2014,530,0.616,,,
Male,Dutch,Belgium,Utrecht,2015,520,0.612,,,
Male,Dutch,Belgium,Utrecht,2016,500,0.617,,,
Male,Dutch,Belgium,Utrecht,2017,530,0.624,,,
Male,Dutch,Belgium,Utrecht,2018,490,0.636,,,
Male,Dutch,Belgium,North Holland,2010,90,0.643,,,
Male,Dutch,Belgium,North Holland,2011,80,0.615,,,
Male,Dutch,Belgium,North Holland,2012,90,0.643,,,
Male,Dutch,Belgium,North Holland,2013,90,0.600,,,
Male,Dutch,Belgium,North Holland,2014,120,0.632,,,
Male,Dutch,Belgium,North Holland,2015,100,0.667,,,
Male,Dutch,Belgium,North Holland,2016,100,0.667,,,
Male,Dutch,Belgium,North Holland,2017,80,0.615,,,
Male,Dutch,Belgium,North Holland,2018,60,0.667,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2010,40,0.667,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2011,40,0.571,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2012,50,0.625,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2013,40,0.571,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2014,50,0.625,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2015,40,0.500,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2016,50,0.556,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2017,40,0.571,,,
Male,Dutch,Belgium,Alkmaar and surroundings ,2018,30,0.600,,,
Male,Dutch,Germany,East Groningen,2010,140,0.538,,,
Male,Dutch,Germany,East Groningen,2011,170,0.567,,,
Male,Dutch,Germany,East Groningen,2012,180,0.563,,,
Male,Dutch,Germany,East Groningen,2013,190,0.559,,,
Male,Dutch,Germany,East Groningen,2014,170,0.531,,,
Male,Dutch,Germany,East Groningen,2015,160,0.516,,,
Male,Dutch,Germany,East Groningen,2016,150,0.517,,,
Male,Dutch,Germany,East Groningen,2017,160,0.516,,,
Male,Dutch,Germany,East Groningen,2018,150,0.556,,,
Male,Dutch,Germany,Delfzijl and surroundings,2010,20,0.667,,,
Male,Dutch,Germany,Delfzijl and surroundings,2011,30,0.750,,,
Male,Dutch,Germany,Delfzijl and surroundings,2012,30,0.600,,,
Male,Dutch,Germany,Delfzijl and surroundings,2013,30,0.600,,,
Male,Dutch,Germany,Delfzijl and surroundings,2014,30,0.600,,,
Male,Dutch,Germany,Delfzijl and surroundings,2015,30,0.600,,,
Male,Dutch,Germany,Delfzijl and surroundings,2016,30,0.600,,,
Male,Dutch,Germany,Delfzijl and surroundings,2017,30,0.750,,,
Male,Dutch,Germany,Delfzijl and surroundings,2018,30,0.750,,,
Male,Dutch,Germany,Other Groningen ,2010,170,0.607,,,
Male,Dutch,Germany,Other Groningen ,2011,190,0.594,,,
Male,Dutch,Germany,Other Groningen ,2012,190,0.594,,,
Male,Dutch,Germany,Other Groningen ,2013,200,0.606,,,
Male,Dutch,Germany,Other Groningen ,2014,240,0.649,,,
Male,Dutch,Germany,Other Groningen ,2015,230,0.657,,,
Male,Dutch,Germany,Other Groningen ,2016,200,0.625,,,
Male,Dutch,Germany,Other Groningen ,2017,210,0.600,,,
Male,Dutch,Germany,Other Groningen ,2018,200,0.606,,,
Male,Dutch,Germany,North Frisia,2010,50,0.625,,,
Male,Dutch,Germany,North Frisia,2011,60,0.667,,,
Male,Dutch,Germany,North Frisia,2012,50,0.625,,,
Male,Dutch,Germany,North Frisia,2013,60,0.667,,,
Male,Dutch,Germany,North Frisia,2014,60,0.667,,,
Male,Dutch,Germany,North Frisia,2015,50,0.625,,,
Male,Dutch,Germany,North Frisia,2016,60,0.667,,,
Male,Dutch,Germany,North Frisia,2017,60,0.667,,,
Male,Dutch,Germany,North Frisia,2018,60,0.750,,,
Male,Dutch,Germany,South West Friesland,2010,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2011,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2012,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2013,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2014,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2015,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2016,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2017,10,0.500,,,
Male,Dutch,Germany,South West Friesland,2018,10,0.500,,,
Male,Dutch,Germany,South East Friesland,2010,40,0.667,,,
Male,Dutch,Germany,South East Friesland,2011,40,0.667,,,
Male,Dutch,Germany,South East Friesland,2012,50,0.714,,,
Male,Dutch,Germany,South East Friesland,2013,40,0.667,,,
Male,Dutch,Germany,South East Friesland,2014,60,0.750,,,
Male,Dutch,Germany,South East Friesland,2015,40,0.667,,,
Male,Dutch,Germany,South East Friesland,2016,50,0.714,,,
Male,Dutch,Germany,South East Friesland,2017,50,0.714,,,
Male,Dutch,Germany,South East Friesland,2018,50,0.714,,,
Male,Dutch,Germany,North Drenthe ,2010,90,0.600,,,
Male,Dutch,Germany,North Drenthe ,2011,100,0.588,,,
Male,Dutch,Germany,North Drenthe ,2012,110,0.611,,,
Male,Dutch,Germany,North Drenthe ,2013,100,0.588,,,
Male,Dutch,Germany,North Drenthe ,2014,100,0.625,,,
Male,Dutch,Germany,North Drenthe ,2015,100,0.625,,,
Male,Dutch,Germany,North Drenthe ,2016,100,0.667,,,
Male,Dutch,Germany,North Drenthe ,2017,90,0.600,,,
Male,Dutch,Germany,North Drenthe ,2018,90,0.643,,,
Male,Dutch,Germany,Southeast Drenthe ,2010,260,0.553,,,
Male,Dutch,Germany,Southeast Drenthe ,2011,280,0.549,,,
Male,Dutch,Germany,Southeast Drenthe ,2012,290,0.547,,,
Male,Dutch,Germany,Southeast Drenthe ,2013,300,0.566,,,
Male,Dutch,Germany,Southeast Drenthe ,2014,300,0.556,,,
Male,Dutch,Germany,Southeast Drenthe ,2015,300,0.566,,,
Male,Dutch,Germany,Southeast Drenthe ,2016,300,0.577,,,
Male,Dutch,Germany,Southeast Drenthe ,2017,320,0.593,,,
Male,Dutch,Germany,Southeast Drenthe ,2018,300,0.600,,,
Male,Dutch,Germany,Southwest Drenthe ,2010,70,0.538,,,
Male,Dutch,Germany,Southwest Drenthe ,2011,80,0.533,,,
Male,Dutch,Germany,Southwest Drenthe ,2012,80,0.571,,,
Male,Dutch,Germany,Southwest Drenthe ,2013,80,0.571,,,
Male,Dutch,Germany,Southwest Drenthe ,2014,100,0.588,,,
Male,Dutch,Germany,Southwest Drenthe ,2015,100,0.588,,,
Male,Dutch,Germany,Southwest Drenthe ,2016,100,0.556,,,
Male,Dutch,Germany,Southwest Drenthe ,2017,100,0.625,,,
Male,Dutch,Germany,Southwest Drenthe ,2018,100,0.667,,,
Male,Dutch,Germany,North Overijssel ,2010,200,0.588,,,
Male,Dutch,Germany,North Overijssel ,2011,220,0.579,,,
Male,Dutch,Germany,North Overijssel ,2012,220,0.579,,,
Male,Dutch,Germany,North Overijssel ,2013,230,0.590,,,
Male,Dutch,Germany,North Overijssel ,2014,250,0.595,,,
Male,Dutch,Germany,North Overijssel ,2015,230,0.575,,,
Male,Dutch,Germany,North Overijssel ,2016,240,0.585,,,
Male,Dutch,Germany,North Overijssel ,2017,250,0.595,,,
Male,Dutch,Germany,North Overijssel ,2018,230,0.590,,,
Male,Dutch,Germany,Southwest Overijssel,2010,60,0.545,,,
Male,Dutch,Germany,Southwest Overijssel,2011,60,0.545,,,
Male,Dutch,Germany,Southwest Overijssel,2012,60,0.545,,,
Male,Dutch,Germany,Southwest Overijssel,2013,60,0.545,,,
Male,Dutch,Germany,Southwest Overijssel,2014,80,0.571,,,
Male,Dutch,Germany,Southwest Overijssel,2015,80,0.571,,,
Male,Dutch,Germany,Southwest Overijssel,2016,90,0.643,,,
Male,Dutch,Germany,Southwest Overijssel,2017,90,0.600,,,
Male,Dutch,Germany,Southwest Overijssel,2018,90,0.692,,,
Male,Dutch,Germany,Twente,2010,1170,0.606,,,
Male,Dutch,Germany,Twente,2011,1280,0.607,,,
Male,Dutch,Germany,Twente,2012,1280,0.601,,,
Male,Dutch,Germany,Twente,2013,1340,0.609,,,
Male,Dutch,Germany,Twente,2014,1380,0.611,,,
Male,Dutch,Germany,Twente,2015,1390,0.618,,,
Male,Dutch,Germany,Twente,2016,1410,0.613,,,
Male,Dutch,Germany,Twente,2017,1410,0.613,,,
Male,Dutch,Germany,Twente,2018,1330,0.613,,,
Male,Dutch,Germany,Veluwe,2010,270,0.711,,,
Male,Dutch,Germany,Veluwe,2011,280,0.700,,,
Male,Dutch,Germany,Veluwe,2012,300,0.714,,,
Male,Dutch,Germany,Veluwe,2013,310,0.705,,,
Male,Dutch,Germany,Veluwe,2014,350,0.714,,,
Male,Dutch,Germany,Veluwe,2015,360,0.706,,,
Male,Dutch,Germany,Veluwe,2016,340,0.680,,,
Male,Dutch,Germany,Veluwe,2017,390,0.709,,,
Male,Dutch,Germany,Veluwe,2018,320,0.727,,,
Male,Dutch,Germany,South West Gelderland ,2010,70,0.700,,,
Male,Dutch,Germany,South West Gelderland ,2011,90,0.750,,,
Male,Dutch,Germany,South West Gelderland ,2012,90,0.750,,,
Male,Dutch,Germany,South West Gelderland ,2013,90,0.750,,,
Male,Dutch,Germany,South West Gelderland ,2014,100,0.769,,,
Male,Dutch,Germany,South West Gelderland ,2015,100,0.769,,,
Male,Dutch,Germany,South West Gelderland ,2016,90,0.750,,,
Male,Dutch,Germany,South West Gelderland ,2017,100,0.769,,,
Male,Dutch,Germany,South West Gelderland ,2018,80,0.727,,,
Male,Dutch,Germany,Back corner,2010,480,0.593,,,
Male,Dutch,Germany,Back corner,2011,520,0.591,,,
Male,Dutch,Germany,Back corner,2012,520,0.591,,,
Male,Dutch,Germany,Back corner,2013,520,0.591,,,
Male,Dutch,Germany,Back corner,2014,560,0.589,,,
Male,Dutch,Germany,Back corner,2015,550,0.598,,,
Male,Dutch,Germany,Back corner,2016,520,0.591,,,
Male,Dutch,Germany,Back corner,2017,550,0.618,,,
Male,Dutch,Germany,Back corner,2018,530,0.616,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2010,850,0.525,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2011,900,0.533,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2012,940,0.540,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2013,990,0.550,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2014,990,0.541,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2015,1020,0.551,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2016,980,0.551,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2017,1000,0.556,,,
Male,Dutch,Germany,Arnhem/Nijmegen ,2018,900,0.563,,,
Male,Dutch,Germany,Flevoland ,2010,80,0.667,,,
Male,Dutch,Germany,Flevoland ,2011,90,0.643,,,
Male,Dutch,Germany,Flevoland ,2012,100,0.625,,,
Male,Dutch,Germany,Flevoland ,2013,110,0.647,,,
Male,Dutch,Germany,Flevoland ,2014,120,0.632,,,
Male,Dutch,Germany,Flevoland ,2015,100,0.667,,,
Male,Dutch,Germany,Flevoland ,2016,110,0.647,,,
Male,Dutch,Germany,Flevoland ,2017,90,0.643,,,
Male,Dutch,Germany,Flevoland ,2018,70,0.583,,,
Male,Dutch,Germany,Utrecht,2010,410,0.745,,,
Male,Dutch,Germany,Utrecht,2011,430,0.754,,,
Male,Dutch,Germany,Utrecht,2012,460,0.742,,,
Male,Dutch,Germany,Utrecht,2013,480,0.738,,,
Male,Dutch,Germany,Utrecht,2014,610,0.735,,,
Male,Dutch,Germany,Utrecht,2015,590,0.738,,,
Male,Dutch,Germany,Utrecht,2016,560,0.727,,,
Male,Dutch,Germany,Utrecht,2017,530,0.716,,,
Male,Dutch,Germany,Utrecht,2018,480,0.706,,,
Male,Dutch,Germany,North Holland,2010,140,0.737,,,
Male,Dutch,Germany,North Holland,2011,140,0.778,,,
Male,Dutch,Germany,North Holland,2012,150,0.789,,,
Male,Dutch,Germany,North Holland,2013,150,0.789,,,
Male,Dutch,Germany,North Holland,2014,190,0.760,,,
Male,Dutch,Germany,North Holland,2015,160,0.762,,,
Male,Dutch,Germany,North Holland,2016,160,0.762,,,
Male,Dutch,Germany,North Holland,2017,140,0.737,,,
Male,Dutch,Germany,North Holland,2018,140,0.778,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2010,40,0.667,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2011,40,0.667,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2012,40,0.667,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2013,40,0.667,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2014,50,0.625,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2015,40,0.500,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2016,50,0.625,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2017,40,0.667,,,
Male,Dutch,Germany,Alkmaar and surroundings ,2018,30,0.500,,,
Female,Belgian,Belgium,East Groningen,2010,0,0.000,,,
Female,Belgian,Belgium,East Groningen,2011,0,0,,,
Female,Belgian,Belgium,East Groningen,2012,0,0,,,
Female,Belgian,Belgium,East Groningen,2013,0,0,,,
Female,Belgian,Belgium,East Groningen,2014,0,0,,,
Female,Belgian,Belgium,East Groningen,2015,0,0,,,
Female,Belgian,Belgium,East Groningen,2016,10,0.5,,,
Female,Belgian,Belgium,East Groningen,2017,0,0,,,
Female,Belgian,Belgium,Delfzijl and surroundings,2013,0,0,,,
Female,Belgian,Belgium,Delfzijl and surroundings,2014,0,0,,,
Female,Belgian,Belgium,Delfzijl and surroundings,2016,0,0,,,
Female,Belgian,Belgium,Delfzijl and surroundings,2017,0,0,,,
Female,Belgian,Belgium,Delfzijl and surroundings,2018,0,0,,,
Female,Belgian,Belgium,Other Groningen ,2010,10,0.5,,,
Female,Belgian,Belgium,Other Groningen ,2011,10,0.333,,,
Female,Belgian,Belgium,Other Groningen ,2012,10,0.333,,,
Female,Belgian,Belgium,Other Groningen ,2013,20,0.4,,,
Female,Belgian,Belgium,Other Groningen ,2014,20,0.286,,,
Female,Belgian,Belgium,Other Groningen ,2015,20,0.333,,,
Female,Belgian,Belgium,Other Groningen ,2016,30,0.333,,,
Female,Belgian,Belgium,Other Groningen ,2017,10,0.167,,,
Female,Belgian,Belgium,Other Groningen ,2018,10,0.333,,,
Female,Belgian,Belgium,North Frisia,2010,0,0,,,
Female,Belgian,Belgium,North Frisia,2011,0,0,,,
Female,Belgian,Belgium,North Frisia,2012,0,0,,,
Female,Belgian,Belgium,North Frisia,2013,0,0,,,
Female,Belgian,Belgium,North Frisia,2014,0,0,,,
Female,Belgian,Belgium,North Frisia,2015,10,0.333,,,
Female,Belgian,Belgium,North Frisia,2016,10,0.25,,,
Female,Belgian,Belgium,North Frisia,2017,10,0.333,,,
Female,Belgian,Belgium,North Frisia,2018,0,0,,,
Female,Belgian,Belgium,South West Friesland,2011,0,0,,,
Female,Belgian,Belgium,South West Friesland,2012,0,0,,,
Female,Belgian,Belgium,South West Friesland,2013,0,0,,,
Female,Belgian,Belgium,South West Friesland,2014,0,0,,,
Female,Belgian,Belgium,South West Friesland,2015,0,0,,,
Female,Belgian,Belgium,South West Friesland,2016,0,0,,,
Female,Belgian,Belgium,South West Friesland,2017,0,0,,,
Female,Belgian,Belgium,South West Friesland,2018,0,0,,,
Female,Belgian,Belgium,South East Friesland,2010,0,0,,,
Female,Belgian,Belgium,South East Friesland,2011,0,0,,,
Female,Belgian,Belgium,South East Friesland,2012,0,0,,,
Female,Belgian,Belgium,South East Friesland,2013,0,0,,,
Female,Belgian,Belgium,South East Friesland,2014,0,0,,,
Female,Belgian,Belgium,South East Friesland,2015,0,0,,,
Female,Belgian,Belgium,South East Friesland,2016,10,0.25,,,
Female,Belgian,Belgium,South East Friesland,2017,0,0,,,
Female,Belgian,Belgium,South East Friesland,2018,0,0,,,
Female,Belgian,Belgium,North Drenthe ,2010,10,1,,,
Female,Belgian,Belgium,North Drenthe ,2011,10,0.5,,,
Female,Belgian,Belgium,North Drenthe ,2012,10,0.5,,,
Female,Belgian,Belgium,North Drenthe ,2013,10,0.5,,,
Female,Belgian,Belgium,North Drenthe ,2014,10,0.5,,,
Female,Belgian,Belgium,North Drenthe ,2015,10,0.5,,,
Female,Belgian,Belgium,North Drenthe ,2016,0,0,,,
Female,Belgian,Belgium,North Drenthe ,2017,0,0,,,
Female,Belgian,Belgium,Southeast Drenthe ,2010,20,0.667,,,
Female,Belgian,Belgium,Southeast Drenthe ,2011,30,0.75,,,
Female,Belgian,Belgium,Southeast Drenthe ,2012,20,0.667,,,
Female,Belgian,Belgium,Southeast Drenthe ,2013,20,0.667,,,
Female,Belgian,Belgium,Southeast Drenthe ,2014,20,0.5,,,
Female,Belgian,Belgium,Southeast Drenthe ,2015,30,0.6,,,
Female,Belgian,Belgium,Southeast Drenthe ,2016,20,0.667,,,
Female,Belgian,Belgium,Southeast Drenthe ,2017,20,0.667,,,
Female,Belgian,Belgium,Southeast Drenthe ,2018,10,0.5,,,
Female,Belgian,Belgium,Southwest Drenthe ,2010,0,0,,,
Female,Belgian,Belgium,Southwest Drenthe ,2011,0,0,,,
Female,Belgian,Belgium,Southwest Drenthe ,2012,0,0,,,
Female,Belgian,Belgium,Southwest Drenthe ,2013,0,0,,,
Female,Belgian,Belgium,Southwest Drenthe ,2014,0,0,,,
Female,Belgian,Belgium,Southwest Drenthe ,2015,0,0,,,
Female,Belgian,Belgium,Southwest Drenthe ,2016,10,0.333,,,
Female,Belgian,Belgium,Southwest Drenthe ,2017,10,0.5,,,
Female,Belgian,Belgium,North Overijssel ,2010,10,0.333,,,
Female,Belgian,Belgium,North Overijssel ,2011,10,0.333,,,
Female,Belgian,Belgium,North Overijssel ,2012,10,0.333,,,
Female,Belgian,Belgium,North Overijssel ,2013,10,0.25,,,
Female,Belgian,Belgium,North Overijssel ,2014,20,0.333,,,
Female,Belgian,Belgium,North Overijssel ,2015,20,0.4,,,
Female,Belgian,Belgium,North Overijssel ,2016,20,0.333,,,
Female,Belgian,Belgium,North Overijssel ,2017,20,0.286,,,
Female,Belgian,Belgium,North Overijssel ,2018,30,0.429,,,
Female,Belgian,Belgium,Southwest Overijssel,2011,0,0,,,
Female,Belgian,Belgium,Southwest Overijssel,2012,10,0.5,,,
Female,Belgian,Belgium,Southwest Overijssel,2013,10,0.5,,,
Female,Belgian,Belgium,Southwest Overijssel,2014,10,0.5,,,
Female,Belgian,Belgium,Southwest Overijssel,2015,10,0.333,,,
Female,Belgian,Belgium,Southwest Overijssel,2016,10,0.333,,,
Female,Belgian,Belgium,Southwest Overijssel,2017,10,0.333,,,
Female,Belgian,Belgium,Southwest Overijssel,2018,20,0.5,,,
Female,Belgian,Belgium,Twente,2010,10,0.25,,,
Female,Belgian,Belgium,Twente,2011,10,0.25,,,
Female,Belgian,Belgium,Twente,2012,10,0.2,,,
Female,Belgian,Belgium,Twente,2013,20,0.286,,,
Female,Belgian,Belgium,Twente,2014,20,0.25,,,
Female,Belgian,Belgium,Twente,2015,20,0.25,,,
Female,Belgian,Belgium,Twente,2016,30,0.3,,,
Female,Belgian,Belgium,Twente,2017,20,0.286,,,
Female,Belgian,Belgium,Twente,2018,30,0.333,,,
Female,Belgian,Belgium,Veluwe,2010,20,0.333,,,
Female,Belgian,Belgium,Veluwe,2011,20,0.286,,,
Female,Belgian,Belgium,Veluwe,2012,20,0.286,,,
Female,Belgian,Belgium,Veluwe,2013,20,0.25,,,
Female,Belgian,Belgium,Veluwe,2014,30,0.3,,,
Female,Belgian,Belgium,Veluwe,2015,30,0.25,,,
Female,Belgian,Belgium,Veluwe,2016,40,0.308,,,
Female,Belgian,Belgium,Veluwe,2017,30,0.231,,,
Female,Belgian,Belgium,Veluwe,2018,30,0.3,,,
Female,Belgian,Belgium,South West Gelderland ,2010,10,0.2,,,
Female,Belgian,Belgium,South West Gelderland ,2011,10,0.167,,,
Female,Belgian,Belgium,South West Gelderland ,2012,20,0.25,,,
Female,Belgian,Belgium,South West Gelderland ,2013,20,0.25,,,
Female,Belgian,Belgium,South West Gelderland ,2014,20,0.222,,,
Female,Belgian,Belgium,South West Gelderland ,2015,20,0.2,,,
Female,Belgian,Belgium,South West Gelderland ,2016,20,0.182,,,
Female,Belgian,Belgium,South West Gelderland ,2017,20,0.182,,,
Female,Belgian,Belgium,South West Gelderland ,2018,10,0.1,,,
Female,Belgian,Belgium,Back corner,2010,10,0.5,,,
Female,Belgian,Belgium,Back corner,2011,10,0.333,,,
Female,Belgian,Belgium,Back corner,2012,10,0.333,,,
Female,Belgian,Belgium,Back corner,2013,20,0.5,,,
Female,Belgian,Belgium,Back corner,2014,20,0.4,,,
Female,Belgian,Belgium,Back corner,2015,20,0.333,,,
Female,Belgian,Belgium,Back corner,2016,20,0.4,,,
Female,Belgian,Belgium,Back corner,2017,10,0.25,,,
Female,Belgian,Belgium,Back corner,2018,10,0.25,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2010,30,0.3,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2011,40,0.333,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2012,40,0.286,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2013,40,0.267,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2014,50,0.263,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2015,60,0.286,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2016,60,0.286,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2017,60,0.273,,,
Female,Belgian,Belgium,Arnhem/Nijmegen ,2018,60,0.3,,,
Female,Belgian,Belgium,Flevoland ,2010,30,0.5,,,
Female,Belgian,Belgium,Flevoland ,2011,30,0.5,,,
Female,Belgian,Belgium,Flevoland ,2012,30,0.429,,,
Female,Belgian,Belgium,Flevoland ,2013,40,0.5,,,
Female,Belgian,Belgium,Flevoland ,2014,40,0.4,,,
Female,Belgian,Belgium,Flevoland ,2015,40,0.4,,,
Female,Belgian,Belgium,Flevoland ,2016,40,0.4,,,
Female,Belgian,Belgium,Flevoland ,2017,40,0.4,,,
Female,Belgian,Belgium,Flevoland ,2018,30,0.375,,,
Female,Belgian,Belgium,Utrecht,2010,90,0.321,,,
Female,Belgian,Belgium,Utrecht,2011,90,0.281,,,
Female,Belgian,Belgium,Utrecht,2012,110,0.297,,,
Female,Belgian,Belgium,Utrecht,2013,110,0.262,,,
Female,Belgian,Belgium,Utrecht,2014,130,0.265,,,
Female,Belgian,Belgium,Utrecht,2015,140,0.286,,,
Female,Belgian,Belgium,Utrecht,2016,140,0.255,,,
Female,Belgian,Belgium,Utrecht,2017,150,0.263,,,
Female,Belgian,Belgium,Utrecht,2018,150,0.294,,,
